fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.5450980392156862, 0.42613636363636365), (0.5137254901960784, 0.6022727272727273), (0, 0), (0, 0)]","[0.40472259274644573, 0.3409833165881221, 0, 0]","[(0.8509803921568627, 0.16477272727272727), (0.9137254901960784, 0.4772727272727273), (0.7411764705882353, 0.8352272727272727), (0, 0), (0, 0)]","[0.6969615173845929, 0.6771381374021145, 0.5141815464216866, 0, 0]",img_1956.png,2
"[(0.5821596244131455, 0.30985915492957744), (0.5446009389671361, 0.4225352112676056), (0, 0), (0, 0)]","[0.3682126385734537, 0.33777979318420454, 0, 0]","[(0.8685446009389671, 0.22535211267605634), (0.8826291079812206, 0.5492957746478874), (0.676056338028169, 0.8309859154929577), (0, 0), (0, 0)]","[0.6100146426784504, 0.6261485563007801, 0.5165386146730211, 0, 0]",img_2109.png,2
"[(0.5546218487394958, 0.410958904109589), (0.5294117647058824, 0.5753424657534246), (0, 0), (0, 0)]","[0.39644715129009805, 0.35049258015391016, 0, 0]","[(0.8319327731092437, 0.18493150684931506), (0.907563025210084, 0.4589041095890411), (0.7563025210084033, 0.8013698630136986), (0, 0), (0, 0)]","[0.6603946454486902, 0.6785204076229399, 0.5395587578340884, 0, 0]",img_1431.png,2
"[(0.5303030303030303, 0.4589041095890411), (0.5252525252525253, 0.7191780821917808), (0, 0), (0, 0)]","[0.36416660553866986, 0.304108244199907, 0, 0]","[(0.7272727272727273, 0.1917808219178082), (0.8838383838383839, 0.4520547945205479), (0.803030303030303, 0.8082191780821918), (0, 0), (0, 0)]","[0.5854029631061695, 0.623469706203811, 0.524435932146755, 0, 0]",img_2089.png,2
"[(0.5303030303030303, 0.4589041095890411), (0.5252525252525253, 0.7191780821917808), (0, 0), (0, 0)]","[0.36416660553866986, 0.304108244199907, 0, 0]","[(0.7272727272727273, 0.1917808219178082), (0.8838383838383839, 0.4520547945205479), (0.803030303030303, 0.8082191780821918), (0, 0), (0, 0)]","[0.5854029631061695, 0.623469706203811, 0.524435932146755, 0, 0]",img_1502.png,2
"[(0.5539568345323741, 0.36538461538461536), (0.539568345323741, 0.5336538461538461), (0, 0), (0, 0)]","[0.3761588811468899, 0.34605364813124295, 0, 0]","[(0.8561151079136691, 0.1201923076923077), (0.9280575539568345, 0.5432692307692307), (0.7122302158273381, 0.8701923076923077), (0, 0), (0, 0)]","[0.6550626517201245, 0.6567826431090771, 0.5177923995592999, 0, 0]",img_458.png,2
"[(0.5745454545454546, 0.35960591133004927), (0.5636363636363636, 0.49261083743842365), (0, 0), (0, 0)]","[0.3815529078609766, 0.3657471685755333, 0, 0]","[(0.8763636363636363, 0.12315270935960591), (0.9236363636363636, 0.5221674876847291), (0.6581818181818182, 0.8719211822660099), (0, 0), (0, 0)]","[0.6532026808216339, 0.6557528586519286, 0.49857286442584386, 0, 0]",img_600.png,2
"[(0.592057761732852, 0.32642487046632124), (0.5631768953068592, 0.48186528497409326), (0, 0), (0, 0)]","[0.3982471376007238, 0.3774351816195768, 0, 0]","[(0.8953068592057761, 0.15025906735751296), (0.924187725631769, 0.538860103626943), (0.6823104693140795, 0.8963730569948186), (0, 0), (0, 0)]","[0.6593362154695755, 0.6752909210124887, 0.5547938728752467, 0, 0]",img_791.png,2
"[(0.5598290598290598, 0.35526315789473684), (0.5213675213675214, 0.4868421052631579), (0, 0), (0, 0)]","[0.37122965460791707, 0.3298841151249401, 0, 0]","[(0.8632478632478633, 0.20394736842105263), (0.905982905982906, 0.5328947368421053), (0.717948717948718, 0.8355263157894737), (0, 0), (0, 0)]","[0.6380760317922965, 0.6524076612716934, 0.5260244979200319, 0, 0]",img_1188.png,2
"[(0.5780590717299579, 0.3148148148148148), (0.5485232067510548, 0.46296296296296297), (0, 0), (0, 0)]","[0.39004639737551017, 0.3497469577973351, 0, 0]","[(0.8818565400843882, 0.1419753086419753), (0.8945147679324894, 0.5740740740740741), (0.6413502109704642, 0.8395061728395061), (0, 0), (0, 0)]","[0.65873848644978, 0.634751711391632, 0.46196637586052686, 0, 0]",img_045.png,2
"[(0.4321608040201005, 0.44936708860759494), (0.40703517587939697, 0.740506329113924), (0, 0), (0, 0)]","[0.26633862990312285, 0.20316553165660414, 0, 0]","[(0.7437185929648241, 0.1518987341772152), (0.8944723618090452, 0.36075949367088606), (0.7839195979899497, 0.7974683544303798), (0, 0), (0, 0)]","[0.5723297757940894, 0.6173615553448494, 0.5003677111448989, 0, 0]",img_2659.png,2
"[(0.5748987854251012, 0.33714285714285713), (0.5263157894736842, 0.44571428571428573), (0, 0), (0, 0)]","[0.37004874241612523, 0.3350875261383455, 0, 0]","[(0.9068825910931174, 0.3142857142857143), (0.9068825910931174, 0.5885714285714285), (0.6558704453441295, 0.8457142857142858), (0, 0), (0, 0)]","[0.641181548961306, 0.6557220508665745, 0.5222529143987495, 0, 0]",img_2700.png,2
"[(0.5251141552511416, 0.41216216216216217), (0.5251141552511416, 0.5540540540540541), (0, 0), (0, 0)]","[0.37698400471703775, 0.34229932163563154, 0, 0]","[(0.8036529680365296, 0.17567567567567569), (0.8949771689497716, 0.41216216216216217), (0.7671232876712328, 0.8040540540540541), (0, 0), (0, 0)]","[0.6429931617923995, 0.6581193046160249, 0.5225879043745766, 0, 0]",img_2899.png,2
"[(0.5251141552511416, 0.41216216216216217), (0.5251141552511416, 0.5540540540540541), (0, 0), (0, 0)]","[0.37698400471703775, 0.34229932163563154, 0, 0]","[(0.8036529680365296, 0.17567567567567569), (0.8949771689497716, 0.41216216216216217), (0.7671232876712328, 0.8040540540540541), (0, 0), (0, 0)]","[0.6429931617923995, 0.6581193046160249, 0.5225879043745766, 0, 0]",img_2814.png,2
"[(0.5700934579439252, 0.28378378378378377), (0.5560747663551402, 0.39864864864864863), (0, 0), (0, 0)]","[0.3565798474287618, 0.3425941524945894, 0, 0]","[(0.8551401869158879, 0.21621621621621623), (0.883177570093458, 0.49324324324324326), (0.6495327102803738, 0.831081081081081), (0, 0), (0, 0)]","[0.5940746313817846, 0.6154341816193388, 0.4958021714407043, 0, 0]",img_2166.png,2
"[(0.5330578512396694, 0.43529411764705883), (0.5413223140495868, 0.5705882352941176), (0, 0), (0, 0)]","[0.40231937550269087, 0.3711751185452661, 0, 0]","[(0.78099173553719, 0.15294117647058825), (0.9049586776859504, 0.3941176470588235), (0.8099173553719008, 0.7941176470588235), (0, 0), (0, 0)]","[0.6615372118536905, 0.6850809845299262, 0.5615524632107649, 0, 0]",img_2448.png,2
"[(0.5146443514644351, 0.4375), (0.5230125523012552, 0.5852272727272727), (0, 0), (0, 0)]","[0.37941396750602513, 0.33909716815597296, 0, 0]","[(0.799163179916318, 0.14772727272727273), (0.9205020920502092, 0.38636363636363635), (0.8075313807531381, 0.8238636363636364), (0, 0), (0, 0)]","[0.6657702711279925, 0.6795319990244897, 0.5357043263614353, 0, 0]",img_2850.png,2
"[(0.5703703703703704, 0.4607329842931937), (0.6, 0.5968586387434555), (0, 0), (0, 0)]","[0.4178415552128649, 0.4129113584599451, 0, 0]","[(0.8037037037037037, 0.13089005235602094), (0.9333333333333333, 0.47643979057591623), (0.7962962962962963, 0.8534031413612565), (0, 0), (0, 0)]","[0.6784334113648292, 0.6937771534487713, 0.5609714990742469, 0, 0]",img_371.png,2
"[(0.584, 0.3279569892473118), (0.564, 0.4731182795698925), (0, 0), (0, 0)]","[0.37497081812247396, 0.35865802257965473, 0, 0]","[(0.9, 0.13440860215053763), (0.916, 0.5591397849462365), (0.672, 0.8548387096774194), (0, 0), (0, 0)]","[0.6460421329179309, 0.6453802084147986, 0.5184651676011173, 0, 0]",img_253.png,2
"[(0.5845588235294118, 0.3105263157894737), (0.5588235294117647, 0.4631578947368421), (0, 0), (0, 0)]","[0.39108418607053796, 0.3704723155173745, 0, 0]","[(0.8933823529411765, 0.14736842105263157), (0.9080882352941176, 0.531578947368421), (0.6617647058823529, 0.8842105263157894), (0, 0), (0, 0)]","[0.6561446336846896, 0.6594520475484771, 0.5351375756256338, 0, 0]",img_911.png,2
"[(0.5418326693227091, 0.3741935483870968), (0.5099601593625498, 0.5483870967741935), (0, 0), (0, 0)]","[0.3840522758371444, 0.33511158213614023, 0, 0]","[(0.852589641434263, 0.17419354838709677), (0.900398406374502, 0.45161290322580644), (0.7330677290836654, 0.8129032258064516), (0, 0), (0, 0)]","[0.668549459841362, 0.6711483430370735, 0.5305893529612904, 0, 0]",img_1696.png,2
"[(0.5319148936170213, 0.45348837209302323), (0.5191489361702127, 0.627906976744186), (0, 0), (0, 0)]","[0.38095420577679934, 0.32476498667851766, 0, 0]","[(0.8340425531914893, 0.16279069767441862), (0.9106382978723404, 0.45930232558139533), (0.7617021276595745, 0.8197674418604651), (0, 0), (0, 0)]","[0.6791091669045264, 0.6558708788137037, 0.5013512145804401, 0, 0]",img_1719.png,2
"[(0.5551181102362205, 0.39263803680981596), (0.547244094488189, 0.5460122699386503), (0, 0), (0, 0)]","[0.39686425274905024, 0.3671921891179675, 0, 0]","[(0.8346456692913385, 0.17791411042944785), (0.9212598425196851, 0.4601226993865031), (0.7755905511811023, 0.8588957055214724), (0, 0), (0, 0)]","[0.6587293498626149, 0.68526152394961, 0.5627940242086971, 0, 0]",img_2388.png,2
"[(0.55078125, 0.4270833333333333), (0.55859375, 0.5729166666666666), (0, 0), (0, 0)]","[0.3791695283774792, 0.35917113782986515, 0, 0]","[(0.8046875, 0.14583333333333334), (0.91796875, 0.5104166666666666), (0.74609375, 0.8541666666666666), (0, 0), (0, 0)]","[0.637262517040662, 0.6488722187380194, 0.513584979579816, 0, 0]",img_117.png,2
"[(0.5521235521235521, 0.45555555555555555), (0.5328185328185329, 0.6555555555555556), (0, 0), (0, 0)]","[0.41331173465328924, 0.3545453362156857, 0, 0]","[(0.8532818532818532, 0.16111111111111112), (0.9266409266409267, 0.4222222222222222), (0.7992277992277992, 0.8333333333333334), (0, 0), (0, 0)]","[0.7118143490224056, 0.7028326426864485, 0.561261906308978, 0, 0]",img_1996.png,2
"[(0.5469387755102041, 0.35668789808917195), (0.5102040816326531, 0.5159235668789809), (0, 0), (0, 0)]","[0.3749640761938182, 0.32762951094256726, 0, 0]","[(0.8857142857142857, 0.18471337579617833), (0.8979591836734694, 0.5031847133757962), (0.673469387755102, 0.8407643312101911), (0, 0), (0, 0)]","[0.6749073398104328, 0.6538516847506944, 0.4869024072896306, 0, 0]",img_1742.png,2
"[(0.5752212389380531, 0.3197278911564626), (0.5176991150442478, 0.4421768707482993), (0, 0), (0, 0)]","[0.37138109574599887, 0.32628113570101275, 0, 0]","[(0.8982300884955752, 0.2857142857142857), (0.8893805309734514, 0.6258503401360545), (0.6548672566371682, 0.8435374149659864), (0, 0), (0, 0)]","[0.6427588093352403, 0.6513911117052584, 0.5127258561217731, 0, 0]",img_1280.png,2
"[(0.5503875968992248, 0.38414634146341464), (0.5465116279069767, 0.5304878048780488), (0, 0), (0, 0)]","[0.4012072515799137, 0.37291398548929133, 0, 0]","[(0.8217054263565892, 0.16463414634146342), (0.9069767441860465, 0.43902439024390244), (0.7713178294573644, 0.8353658536585366), (0, 0), (0, 0)]","[0.6584485263115413, 0.6806377216334851, 0.558353867454226, 0, 0]",img_2389.png,2
"[(0.5317460317460317, 0.4375), (0.5515873015873016, 0.578125), (0, 0), (0, 0)]","[0.3728383683421255, 0.35602464373584336, 0, 0]","[(0.7896825396825397, 0.11979166666666667), (0.9206349206349206, 0.4791666666666667), (0.753968253968254, 0.859375), (0, 0), (0, 0)]","[0.6488072908695443, 0.6553620694343274, 0.5111638274299347, 0, 0]",img_379.png,2
"[(0.5046296296296297, 0.4774193548387097), (0.5277777777777778, 0.6), (0, 0), (0, 0)]","[0.3536909215783759, 0.3381071365961734, 0, 0]","[(0.7453703703703703, 0.17419354838709677), (0.8935185185185185, 0.3870967741935484), (0.8101851851851852, 0.7870967741935484), (0, 0), (0, 0)]","[0.6153642771925303, 0.6600574086715334, 0.5455186367504953, 0, 0]",img_2948.png,2
"[(0.5598086124401914, 0.32413793103448274), (0.49282296650717705, 0.5655172413793104), (0, 0), (0, 0)]","[0.3518390029785472, 0.29220918601014584, 0, 0]","[(0.8133971291866029, 0.2), (0.8947368421052632, 0.46206896551724136), (0.7129186602870813, 0.8137931034482758), (0, 0), (0, 0)]","[0.571327280167759, 0.617214592189116, 0.5074324720183981, 0, 0]",img_2130.png,2
"[(0.5598086124401914, 0.32413793103448274), (0.49282296650717705, 0.5655172413793104), (0, 0), (0, 0)]","[0.3518390029785472, 0.29220918601014584, 0, 0]","[(0.8133971291866029, 0.2), (0.8947368421052632, 0.46206896551724136), (0.7129186602870813, 0.8137931034482758), (0, 0), (0, 0)]","[0.571327280167759, 0.617214592189116, 0.5074324720183981, 0, 0]",img_189.png,2
"[(0.5265486725663717, 0.4423076923076923), (0.5398230088495575, 0.5897435897435898), (0, 0), (0, 0)]","[0.37173586907517875, 0.34914706902330395, 0, 0]","[(0.8008849557522124, 0.17307692307692307), (0.9070796460176991, 0.3782051282051282), (0.8053097345132744, 0.7564102564102564), (0, 0), (0, 0)]","[0.6438860070302266, 0.6736766565853115, 0.5535192855060669, 0, 0]",img_1243.png,2
"[(0.5441176470588235, 0.38207547169811323), (0.5367647058823529, 0.5613207547169812), (0, 0), (0, 0)]","[0.3739193586886065, 0.33880989233703396, 0, 0]","[(0.8382352941176471, 0.11320754716981132), (0.9301470588235294, 0.5283018867924528), (0.7169117647058824, 0.8915094339622641), (0, 0), (0, 0)]","[0.6553972897612119, 0.6495012523204049, 0.5052612337208245, 0, 0]",img_460.png,2
"[(0.5294117647058824, 0.42857142857142855), (0.5203619909502263, 0.7077922077922078), (0, 0), (0, 0)]","[0.3781962117035388, 0.31773434053307686, 0, 0]","[(0.746606334841629, 0.18181818181818182), (0.8959276018099548, 0.42857142857142855), (0.8099547511312217, 0.8246753246753247), (0, 0), (0, 0)]","[0.6044111089037251, 0.6539916777754562, 0.5539514338865136, 0, 0]",img_2325.png,2
"[(0.551440329218107, 0.41333333333333333), (0.5432098765432098, 0.5733333333333334), (0, 0), (0, 0)]","[0.4136270321593426, 0.37434824026026803, 0, 0]","[(0.823045267489712, 0.16666666666666666), (0.9053497942386831, 0.4), (0.7777777777777778, 0.76), (0, 0), (0, 0)]","[0.6785625197126013, 0.695650707735121, 0.5569615190796806, 0, 0]",img_1345.png,2
"[(0.5867158671586716, 0.3105263157894737), (0.5571955719557196, 0.45263157894736844), (0, 0), (0, 0)]","[0.39205229935782304, 0.3676962313205146, 0, 0]","[(0.9077490774907749, 0.1368421052631579), (0.922509225092251, 0.5157894736842106), (0.6457564575645757, 0.8789473684210526), (0, 0), (0, 0)]","[0.6678987042394313, 0.668991270072268, 0.5221121780985746, 0, 0]",img_664.png,2
"[(0.5622489959839357, 0.32098765432098764), (0.5261044176706827, 0.4567901234567901), (0, 0), (0, 0)]","[0.37577803775894597, 0.3401479182159491, 0, 0]","[(0.8835341365461847, 0.2345679012345679), (0.9036144578313253, 0.5370370370370371), (0.678714859437751, 0.8395061728395061), (0, 0), (0, 0)]","[0.6491756127165879, 0.658637696260767, 0.516551368096068, 0, 0]",img_2789.png,2
"[(0.537117903930131, 0.4217687074829932), (0.5109170305676856, 0.5918367346938775), (0, 0), (0, 0)]","[0.3812804044174151, 0.328892315660419, 0, 0]","[(0.834061135371179, 0.19047619047619047), (0.9082969432314411, 0.4421768707482993), (0.74235807860262, 0.7959183673469388), (0, 0), (0, 0)]","[0.660662814520546, 0.6729358616309637, 0.5155384354832331, 0, 0]",img_1470.png,2
"[(0.022813688212927757, 0.3629032258064516), (0.6007604562737643, 0.6612903225806451), (0, 0), (0, 0)]","[0.08508083565305735, 0.45294261995666685, 0, 0]","[(0.019011406844106463, 0.3548387096774194), (0.3916349809885932, 0.6774193548387096), (0.908745247148289, 0.7741935483870968), (0, 0), (0, 0)]","[0.08928653801906207, 0.2755217524757179, 0.7352628840517009, 0, 0]",img_1969.png,2
"[(0.562015503875969, 0.375), (0.5503875968992248, 0.5208333333333334), (0, 0), (0, 0)]","[0.37563677870953893, 0.3493788653061389, 0, 0]","[(0.8488372093023255, 0.13541666666666666), (0.9224806201550387, 0.4791666666666667), (0.7131782945736435, 0.8489583333333334), (0, 0), (0, 0)]","[0.6418546675376426, 0.6489182289991915, 0.5074378142405133, 0, 0]",img_706.png,2
"[(0.5673469387755102, 0.35664335664335667), (0.5387755102040817, 0.5314685314685315), (0, 0), (0, 0)]","[0.415693580859126, 0.36640761706001745, 0, 0]","[(0.8448979591836735, 0.15384615384615385), (0.9020408163265307, 0.42657342657342656), (0.7591836734693878, 0.7832167832167832), (0, 0), (0, 0)]","[0.6762785560250779, 0.6845062805227975, 0.5528013955357569, 0, 0]",img_1292.png,2
"[(0.5454545454545454, 0.33962264150943394), (0.5454545454545454, 0.4528301886792453), (0, 0), (0, 0)]","[0.3409581042795032, 0.323678610909033, 0, 0]","[(0.7894736842105263, 0.16981132075471697), (0.8851674641148325, 0.42138364779874216), (0.6746411483253588, 0.8176100628930818), (0, 0), (0, 0)]","[0.5595144912151605, 0.594204095411549, 0.4561004378512257, 0, 0]",img_2156.png,2
"[(0.5454545454545454, 0.33962264150943394), (0.5454545454545454, 0.4528301886792453), (0, 0), (0, 0)]","[0.3409581042795032, 0.323678610909033, 0, 0]","[(0.7894736842105263, 0.16981132075471697), (0.8851674641148325, 0.42138364779874216), (0.6746411483253588, 0.8176100628930818), (0, 0), (0, 0)]","[0.5595144912151605, 0.594204095411549, 0.4561004378512257, 0, 0]",img_587.png,2
"[(0.5224489795918368, 0.45789473684210524), (0.5714285714285714, 0.6), (0, 0), (0, 0)]","[0.3757679609388491, 0.37330980172293726, 0, 0]","[(0.7714285714285715, 0.12631578947368421), (0.9224489795918367, 0.4789473684210526), (0.7836734693877551, 0.8473684210526315), (0, 0), (0, 0)]","[0.6543403154127921, 0.6601966054648875, 0.5237158423086373, 0, 0]",img_376.png,2
"[(0.5625, 0.3829787234042553), (0.5333333333333333, 0.5531914893617021), (0, 0), (0, 0)]","[0.40366220180372847, 0.3567309980127145, 0, 0]","[(0.85, 0.1773049645390071), (0.9125, 0.46099290780141844), (0.7541666666666667, 0.8014184397163121), (0, 0), (0, 0)]","[0.6724590580894851, 0.6869377187823786, 0.5467520499338007, 0, 0]",img_1430.png,2
"[(0.5327868852459017, 0.43169398907103823), (0.5204918032786885, 0.6939890710382514), (0, 0), (0, 0)]","[0.4078772862972849, 0.3292593465344621, 0, 0]","[(0.7418032786885246, 0.14207650273224043), (0.9057377049180327, 0.36065573770491804), (0.8237704918032787, 0.7540983606557377), (0, 0), (0, 0)]","[0.6469077626053039, 0.6881341594037822, 0.5628086361017692, 0, 0]",img_2395.png,2
"[(0.5147679324894515, 0.41847826086956524), (0.5316455696202531, 0.5489130434782609), (0, 0), (0, 0)]","[0.3998472354774595, 0.3654777793795631, 0, 0]","[(0.7637130801687764, 0.14130434782608695), (0.8945147679324894, 0.33695652173913043), (0.8270042194092827, 0.7228260869565217), (0, 0), (0, 0)]","[0.6597484225948226, 0.6796768103365768, 0.5576660212709753, 0, 0]",img_2673.png,2
"[(0.5073170731707317, 0.4388888888888889), (0.5365853658536586, 0.6722222222222223), (0, 0), (0, 0)]","[0.3759122818798586, 0.31191757952897425, 0, 0]","[(0.6780487804878049, 0.14444444444444443), (0.8878048780487805, 0.3388888888888889), (0.8585365853658536, 0.7), (0, 0), (0, 0)]","[0.6051730861709984, 0.6456489861907657, 0.54235456263935, 0, 0]",img_2334.png,2
"[(0.5481171548117155, 0.41830065359477125), (0.5355648535564853, 0.5751633986928104), (0, 0), (0, 0)]","[0.4121885689421426, 0.3667037298435716, 0, 0]","[(0.8158995815899581, 0.16339869281045752), (0.9037656903765691, 0.4117647058823529), (0.7824267782426778, 0.7777777777777778), (0, 0), (0, 0)]","[0.6762637584953562, 0.6887000155451546, 0.5534287421666434, 0, 0]",img_1654.png,2
"[(0.5346938775510204, 0.45549738219895286), (0.5428571428571428, 0.5968586387434555), (0, 0), (0, 0)]","[0.3717508052757067, 0.3444495214401419, 0, 0]","[(0.7836734693877551, 0.13089005235602094), (0.926530612244898, 0.5026178010471204), (0.763265306122449, 0.8534031413612565), (0, 0), (0, 0)]","[0.6451533348931877, 0.6519436847209907, 0.5094693230713792, 0, 0]",img_170.png,2
"[(0.55859375, 0.3468208092485549), (0.51953125, 0.5028901734104047), (0, 0), (0, 0)]","[0.3858520301065943, 0.3352569367492733, 0, 0]","[(0.86328125, 0.17341040462427745), (0.91015625, 0.4913294797687861), (0.7265625, 0.838150289017341), (0, 0), (0, 0)]","[0.656183397480221, 0.6583588215592572, 0.527313969090134, 0, 0]",img_2420.png,2
"[(0.5138888888888888, 0.43506493506493504), (0.5185185185185185, 0.5844155844155844), (0, 0), (0, 0)]","[0.3733658191375376, 0.33462868112550775, 0, 0]","[(0.7870370370370371, 0.18181818181818182), (0.9027777777777778, 0.4090909090909091), (0.7962962962962963, 0.7922077922077922), (0, 0), (0, 0)]","[0.6399070585615423, 0.6631355545533962, 0.5353421876581926, 0, 0]",img_2918.png,2
"[(0.5138888888888888, 0.43506493506493504), (0.5185185185185185, 0.5844155844155844), (0, 0), (0, 0)]","[0.3733658191375376, 0.33462868112550775, 0, 0]","[(0.7870370370370371, 0.18181818181818182), (0.9027777777777778, 0.4090909090909091), (0.7962962962962963, 0.7922077922077922), (0, 0), (0, 0)]","[0.6399070585615423, 0.6631355545533962, 0.5353421876581926, 0, 0]",img_677.png,2
"[(0.5655430711610487, 0.35323383084577115), (0.550561797752809, 0.5074626865671642), (0, 0), (0, 0)]","[0.379492665935681, 0.3507152177135945, 0, 0]","[(0.8614232209737828, 0.12437810945273632), (0.9250936329588015, 0.47761194029850745), (0.6966292134831461, 0.8656716417910447), (0, 0), (0, 0)]","[0.6490831843555106, 0.6504748707869453, 0.5056844034673289, 0, 0]",img_851.png,2
"[(0.575, 0.3694581280788177), (0.5642857142857143, 0.5270935960591133), (0, 0), (0, 0)]","[0.3936006255064478, 0.3703898933464058, 0, 0]","[(0.8571428571428571, 0.1330049261083744), (0.9321428571428572, 0.4876847290640394), (0.7214285714285714, 0.8916256157635468), (0, 0), (0, 0)]","[0.6550622148798607, 0.6689854803794748, 0.5358581379596569, 0, 0]",img_830.png,2
"[(0.5763358778625954, 0.43103448275862066), (0.5687022900763359, 0.5747126436781609), (0, 0), (0, 0)]","[0.40048999506907107, 0.37969330207327134, 0, 0]","[(0.8358778625954199, 0.14942528735632185), (0.9007633587786259, 0.5747126436781609), (0.7175572519083969, 0.8563218390804598), (0, 0), (0, 0)]","[0.657601973722027, 0.655746935693682, 0.5174375415268188, 0, 0]",img_079.png,2
"[(0.5826771653543307, 0.32386363636363635), (0.5236220472440944, 0.45454545454545453), (0, 0), (0, 0)]","[0.38273159662549683, 0.348083297725664, 0, 0]","[(0.9212598425196851, 0.36363636363636365), (0.8582677165354331, 0.6988636363636364), (0.6259842519685039, 0.8693181818181818), (0, 0), (0, 0)]","[0.6619383348549204, 0.6538121779299851, 0.5362200479731845, 0, 0]",img_1922.png,2
"[(0.5508474576271186, 0.3793103448275862), (0.5127118644067796, 0.5448275862068965), (0, 0), (0, 0)]","[0.38132662121744526, 0.33051470982415965, 0, 0]","[(0.8601694915254238, 0.21379310344827587), (0.9067796610169492, 0.4827586206896552), (0.7330508474576272, 0.8137931034482758), (0, 0), (0, 0)]","[0.6587480428668596, 0.6678267908819036, 0.526781728846328, 0, 0]",img_1447.png,2
"[(0.5666666666666667, 0.3090909090909091), (0.5407407407407407, 0.4484848484848485), (0, 0), (0, 0)]","[0.40329479495209913, 0.3682397308490493, 0, 0]","[(0.8703703703703703, 0.15757575757575756), (0.9148148148148149, 0.48484848484848486), (0.7037037037037037, 0.8484848484848485), (0, 0), (0, 0)]","[0.6741601331609357, 0.6859677909619398, 0.5346892875373893, 0, 0]",img_2571.png,2
"[(0.5777777777777777, 0.35714285714285715), (0.5555555555555556, 0.5), (0, 0), (0, 0)]","[0.38560836170512486, 0.3597184888362115, 0, 0]","[(0.8925925925925926, 0.15306122448979592), (0.9222222222222223, 0.5102040816326531), (0.6555555555555556, 0.8724489795918368), (0, 0), (0, 0)]","[0.662633632061379, 0.6565045614821186, 0.49462597631413974, 0, 0]",img_877.png,2
"[(0.5246636771300448, 0.4246575342465753), (0.5022421524663677, 0.7123287671232876), (0, 0), (0, 0)]","[0.382199464195617, 0.3103987523491675, 0, 0]","[(0.8071748878923767, 0.1780821917808219), (0.9013452914798207, 0.3972602739726027), (0.7847533632286996, 0.8013698630136986), (0, 0), (0, 0)]","[0.654364881813056, 0.676251274135275, 0.5440546809030442, 0, 0]",img_2017.png,2
"[(0.5291479820627802, 0.4382716049382716), (0.5336322869955157, 0.5864197530864198), (0, 0), (0, 0)]","[0.38846991585136537, 0.34968597882246993, 0, 0]","[(0.7982062780269058, 0.1728395061728395), (0.9013452914798207, 0.35802469135802467), (0.7982062780269058, 0.7037037037037037), (0, 0), (0, 0)]","[0.6562616248759622, 0.675991844920336, 0.5409044520633579, 0, 0]",img_1354.png,2
"[(0.5374449339207048, 0.4407894736842105), (0.5154185022026432, 0.6118421052631579), (0, 0), (0, 0)]","[0.3815482058710986, 0.3293998800062108, 0, 0]","[(0.8325991189427313, 0.17763157894736842), (0.9162995594713657, 0.4473684210526316), (0.7533039647577092, 0.7828947368421053), (0, 0), (0, 0)]","[0.6669859306364394, 0.6748346212034745, 0.5162403445717175, 0, 0]",img_1523.png,2
"[(0.5774647887323944, 0.2905405405405405), (0.5539906103286385, 0.39864864864864863), (0, 0), (0, 0)]","[0.3602356786559499, 0.3403548475701563, 0, 0]","[(0.863849765258216, 0.21621621621621623), (0.892018779342723, 0.5), (0.6525821596244131, 0.831081081081081), (0, 0), (0, 0)]","[0.5987316826302854, 0.6226825541496335, 0.5015398523322673, 0, 0]",img_2170.png,2
"[(0.42452830188679247, 0.4069767441860465), (0.41037735849056606, 0.5813953488372093), (0, 0), (0, 0)]","[0.30063622246290045, 0.22948806131839866, 0, 0]","[(0.7830188679245284, 0.12790697674418605), (0.8915094339622641, 0.4127906976744186), (0.7169811320754716, 0.8488372093023255), (0, 0), (0, 0)]","[0.627137820806527, 0.6162820488715137, 0.4528545974029723, 0, 0]",img_2819.png,2
"[(0.574468085106383, 0.3157894736842105), (0.5106382978723404, 0.4407894736842105), (0, 0), (0, 0)]","[0.37523796957731875, 0.3272606631979677, 0, 0]","[(0.902127659574468, 0.32894736842105265), (0.8765957446808511, 0.6447368421052632), (0.6340425531914894, 0.8486842105263158), (0, 0), (0, 0)]","[0.650294524038127, 0.651824031107528, 0.5103581806516443, 0, 0]",img_1329.png,2
"[(0.5859030837004405, 0.3076923076923077), (0.5682819383259912, 0.43356643356643354), (0, 0), (0, 0)]","[0.39784981564913874, 0.3708853190197787, 0, 0]","[(0.8414096916299559, 0.18181818181818182), (0.8854625550660793, 0.4965034965034965), (0.7180616740088106, 0.7972027972027972), (0, 0), (0, 0)]","[0.6241168146487216, 0.637387656621257, 0.5198683833031293, 0, 0]",img_2107.png,2
"[(0.5785123966942148, 0.36428571428571427), (0.5454545454545454, 0.5214285714285715), (0, 0), (0, 0)]","[0.39662358819523097, 0.3659556603827207, 0, 0]","[(0.8677685950413223, 0.2357142857142857), (0.9132231404958677, 0.5071428571428571), (0.7520661157024794, 0.8357142857142857), (0, 0), (0, 0)]","[0.6539218112460973, 0.6835088745266786, 0.5746108033742344, 0, 0]",img_1150.png,2
